Age,Attrition,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Non-Travel,Travel_Frequently,Travel_Rarely,Departmnet_Human Resources,Departmnet_Research & Development,Departmnet_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,DistanceFromHome_normalized,DailyRate_normalized,HourlyRate_normalized,MonthlyRate_normalized,YearsAtCompany_normalized,YearsInCurrentRole_normalized,YearsSinceLastPromotion_normalized,YearsWithCurrManager_normalized,TotalWorkingYears_normalized,PercentSalaryHike_normalized,MonthlyIncome_normalized
20,1,500,2,3,3,0,49,2,1,3,2044,22052,1,0,13,3,4,0,2,3,2,2,2,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,-0.749893008976062,-0.8311549653184892,1.0876317681135272,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,3.605551275463989,45.21061822182926
21,1,1427,18,1,4,0,65,3,1,4,2693,8870,1,0,19,3,1,0,1,3,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,18,1.5482347586850633,-0.043850704976529056,-0.7649788443338692,1.0,0.0,0.0,0.0,1.0,4.358898943540674,51.894122981316485
36,0,1425,14,1,3,1,68,3,2,4,6586,4821,0,1,17,3,1,1,17,2,2,16,8,4,11,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,14,1.54327655422409,0.10376884383758846,-1.3340290923842038,4.0,2.8284271247461903,2.0,3.3166247903554,4.123105625617661,4.123105625617661,81.15417426109393
47,0,1454,2,4,4,0,65,2,1,4,3294,13137,1,1,18,3,1,0,3,3,2,3,2,1,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1.6151705189082028,-0.043850704976529056,-0.1652906723331834,1.7320508075688772,1.4142135623730951,1.0,1.4142135623730951,1.7320508075688772,4.242640687119285,57.39337940912697
22,1,617,3,1,2,0,34,3,2,3,4171,10022,0,1,19,3,1,1,4,3,4,3,2,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,-0.45983804800912387,-1.5692527093890767,-0.6030756865778838,1.7320508075688772,1.4142135623730951,0.0,1.4142135623730951,2.0,4.358898943540674,64.5832795698701
41,1,1085,2,4,2,0,57,1,1,4,2778,17725,4,1,13,3,3,1,10,1,2,7,7,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0.7003817958586287,-0.4375028351475091,0.47951113997971717,2.6457513110645907,2.6457513110645907,1.0,0.0,3.1622776601683795,3.605551275463989,52.706735812417755
28,0,995,9,3,3,0,77,3,1,3,2377,9834,5,0,18,3,2,1,6,2,3,2,2,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9,0.47726259511483016,0.5466274902799411,-0.6294973824616731,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,2.449489742783178,4.242640687119285,48.75448697299562
39,1,1122,6,3,4,1,70,3,1,1,2404,4303,7,1,21,4,4,0,8,2,1,2,2,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,0.7921085783866348,0.20218187638033347,-1.4068292970001763,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,2.8284271247461903,4.58257569495584,49.03060268852505
27,0,618,4,3,2,0,76,3,1,3,2318,17808,1,0,19,3,3,0,1,2,3,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,-0.4573589457786372,0.4974209740085685,0.491176037630539,1.0,1.0,0.0,0.0,1.0,4.358898943540674,48.14561246884289
34,0,546,10,3,2,1,83,3,1,2,2008,6896,1,0,14,3,2,2,1,3,3,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,10,-0.6358543063736761,0.841866587908176,-1.042406651113657,1.0,0.0,1.0,0.0,1.0,3.7416573867739413,44.81071300481616
42,0,462,14,2,3,0,68,2,2,3,6244,7824,7,0,17,3,1,0,10,6,3,5,4,0,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,14,-0.8440988937345547,0.10376884383758846,-0.9119846629213353,2.23606797749979,2.0,0.0,1.7320508075688772,3.1622776601683795,4.123105625617661,79.01898506055365
33,0,1198,1,4,3,1,100,2,1,1,2799,3339,3,1,11,3,2,0,6,1,3,3,2,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.9805203479036203,1.6783773645215088,-1.5423107588723726,1.7320508075688772,1.4142135623730951,0.0,1.4142135623730951,2.449489742783178,3.3166247903554,52.905576265645195
58,0,1272,5,3,3,0,37,2,3,2,10552,9255,2,1,13,3,4,1,24,3,3,6,0,0,4,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,5,1.1639739129596325,-1.4216331605749593,-0.710870584146322,2.449489742783178,0.0,0.0,2.0,4.898979485566356,3.605551275463989,102.72292830717006
31,0,154,7,4,2,1,41,2,1,3,2329,11737,3,0,15,3,2,0,13,2,4,7,7,5,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,-1.6076623807244432,-1.2248070954894692,-0.3620479821060824,2.6457513110645907,2.6457513110645907,2.23606797749979,1.4142135623730951,3.605551275463989,3.872983346207417,48.25971404805462
35,0,1137,21,1,4,0,51,3,2,4,4014,19170,1,1,25,4,4,1,10,2,1,10,6,0,7,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,21,0.8292951118439346,-0.7327419327757442,0.6825927918524594,3.1622776601683795,2.449489742783178,0.0,2.6457513110645907,3.1622776601683795,5.0,63.35613624582863
49,0,527,8,2,1,0,51,3,3,2,7403,22477,4,0,11,3,3,1,29,3,2,26,9,1,7,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,8,-0.6829572487529224,-0.7327419327757442,1.1473616657231573,5.0990195135927845,3.0,1.0,2.6457513110645907,5.385164807134504,3.3166247903554,86.0406880493177
48,0,1469,20,4,4,1,51,3,1,3,2259,5543,4,0,17,3,1,2,13,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,1.6523570523655027,-0.7327419327757442,-1.2325585369156087,0.0,0.0,0.0,0.0,3.605551275463989,4.123105625617661,47.52893855326458
31,0,1188,20,2,4,0,45,3,2,3,6932,24406,1,0,13,3,4,1,9,2,2,9,8,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,20,0.9557293255987538,-1.0279810304039791,1.4184651304031017,3.0,2.8284271247461903,0.0,0.0,3.0,3.605551275463989,83.2586331859946
36,0,188,7,4,2,1,65,3,1,4,4678,23293,2,0,18,3,3,0,8,6,3,6,2,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,7,-1.523372904887897,-0.043850704976529056,1.262043069133647,2.449489742783178,1.4142135623730951,0.0,1.0,2.8284271247461903,4.242640687119285,68.39590631024637
38,0,1333,1,3,4,0,80,3,3,1,13582,16292,1,0,13,3,2,1,15,3,3,15,12,5,11,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1.3151991490193182,0.6942470390940585,0.27811597933359977,3.872983346207417,3.4641016151377544,2.23606797749979,3.3166247903554,3.872983346207417,3.605551275463989,116.54183798104438
32,0,1184,1,3,3,0,70,2,1,2,2332,3974,6,0,20,4,3,0,5,3,3,3,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.9458129166768071,0.20218187638033347,-1.4530672647968075,1.7320508075688772,0.0,0.0,1.4142135623730951,2.23606797749979,4.47213595499958,48.29078587059855
25,1,867,19,2,3,1,36,2,1,2,2413,18798,1,1,18,3,3,3,1,2,3,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,19,0.15993750961253883,-1.4708396768463317,0.6303115638270891,1.0,0.0,0.0,0.0,1.0,4.242640687119285,49.122296363260546
40,0,658,10,4,1,1,67,2,3,2,9705,20652,2,0,12,3,2,1,11,2,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,10,-0.3581948565591712,0.05456232756621595,0.8908744583406282,1.0,0.0,0.0,0.0,3.3166247903554,3.4641016151377544,98.51395840184273
26,0,1283,1,3,3,1,52,2,2,1,4294,11148,1,0,12,3,2,0,7,2,3,7,7,0,7,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.1912440374949855,-0.6835354165043717,-0.4448265931462521,2.6457513110645907,2.6457513110645907,0.0,2.6457513110645907,2.6457513110645907,3.4641016151377544,65.5286197016235
41,0,263,6,3,4,1,59,3,1,1,4721,3119,2,1,13,3,3,0,20,3,3,18,13,2,17,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,-1.3374402376013983,-0.3390898026047641,-1.573229764693828,4.242640687119285,3.605551275463989,1.4142135623730951,4.123105625617661,4.47213595499958,3.605551275463989,68.70953354520753
36,0,938,2,4,3,1,79,3,1,3,2519,12287,4,0,21,4,3,0,16,6,3,11,8,3,9,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0.33595376797709103,0.645040522822686,-0.28475046755244354,3.3166247903554,2.8284271247461903,1.7320508075688772,3.0,4.0,4.58257569495584,50.18964036531842
19,1,419,21,3,4,1,37,2,1,2,2121,9947,1,1,13,3,2,0,1,3,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,21,-0.9507002896454807,-1.4216331605749593,-0.6136162567442891,1.0,0.0,0.0,0.0,1.0,3.605551275463989,46.05431575867782
20,1,129,4,3,1,1,84,3,1,1,2973,13008,1,0,19,3,2,0,1,2,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,4,-1.6696399364866095,0.8910731041795485,-0.18342045301940052,1.0,0.0,0.0,0.0,1.0,4.358898943540674,54.52522352086234
31,0,616,12,3,4,0,41,3,2,4,5855,17369,0,1,11,3,3,2,10,2,1,9,7,8,5,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,12,-0.4623171502396105,-1.2248070954894692,0.42947856692318,3.0,2.6457513110645907,2.8284271247461903,2.23606797749979,3.1622776601683795,3.3166247903554,76.51797174520506
40,0,1469,9,4,4,1,35,3,1,2,3617,25063,8,1,14,3,4,1,3,2,3,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9,1.6523570523655027,-1.5200461931177043,1.5108005250608123,1.0,1.0,0.0,0.0,1.7320508075688772,3.7416573867739413,60.14149981501958
32,0,498,3,4,3,0,93,3,2,1,6725,13554,1,0,12,3,3,1,8,2,4,8,7,6,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,-0.7548512134370353,1.333931750621901,-0.10668510220796991,2.8284271247461903,2.6457513110645907,2.449489742783178,1.7320508075688772,2.8284271247461903,3.4641016151377544,82.00609733428362
36,1,530,3,1,3,1,51,2,3,4,10325,5518,1,1,11,3,1,1,16,6,3,16,7,3,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,-0.6755199420614625,-0.7327419327757442,-1.2360720603044104,4.0,2.6457513110645907,1.7320508075688772,2.6457513110645907,4.0,3.3166247903554,101.61200716450787
33,0,1069,1,3,2,0,42,2,2,4,6949,12291,0,0,14,3,1,0,6,3,3,5,0,1,4,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.6607161601708423,-1.1756005792180968,-0.28418830381023524,2.23606797749979,0.0,1.0,2.0,2.449489742783178,3.7416573867739413,83.3606621854697
37,1,625,1,4,1,1,46,2,3,3,10609,14922,5,0,11,3,3,0,17,2,1,14,1,11,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,-0.4400052301652307,-0.9787745141326066,0.08557489762726286,3.7416573867739413,1.0,3.3166247903554,2.6457513110645907,4.123105625617661,3.3166247903554,103.0
45,0,805,4,2,3,1,57,3,2,2,4447,23163,1,0,12,3,2,0,9,5,2,9,7,0,8,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0.006233171322366485,-0.4375028351475091,1.2437727475118778,3.0,2.6457513110645907,0.0,2.8284271247461903,3.0,3.4641016151377544,66.68583057891684
29,0,1404,20,3,3,0,84,3,1,4,2157,18203,1,0,15,3,2,1,3,5,3,3,1,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,20,1.4912154073838704,0.8910731041795485,0.546689707173607,1.7320508075688772,1.0,0.0,1.4142135623730951,1.7320508075688772,3.872983346207417,46.44351407893249
35,0,1219,18,3,3,0,86,3,2,3,4601,6179,1,0,16,3,2,0,5,3,3,5,2,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,18,1.0325814947438399,0.9894861367222936,-1.1431745019044917,2.23606797749979,1.4142135623730951,1.0,0.0,2.23606797749979,4.0,67.83067152844649
52,0,1053,1,2,4,1,70,3,4,4,17099,13829,2,0,15,3,2,1,26,2,2,9,8,7,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0.6210505244830559,0.20218187638033347,-0.06803634493115045,3.0,2.8284271247461903,2.6457513110645907,2.8284271247461903,5.0990195135927845,3.872983346207417,130.76314465475355
58,1,289,2,3,4,1,51,3,1,3,2479,26227,4,0,24,4,1,0,7,4,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,-1.2729835796087454,-0.7327419327757442,1.6743901740434226,1.0,0.0,0.0,0.0,2.6457513110645907,4.898979485566356,49.78955713801841
53,0,1376,2,2,3,1,45,3,4,3,14852,13938,6,0,13,3,3,1,22,3,4,17,13,15,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1.4218005449302442,-1.0279810304039791,-0.05271738295597474,4.123105625617661,3.605551275463989,3.872983346207417,1.4142135623730951,4.69041575982343,3.605551275463989,121.86878189265698
30,0,231,8,2,3,1,62,3,3,3,7264,9977,5,0,11,3,1,1,10,2,4,8,4,7,7,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,8,-1.416771508976971,-0.19147025379064658,-0.6094000286777269,2.8284271247461903,2.0,2.6457513110645907,2.6457513110645907,3.1622776601683795,3.3166247903554,85.22910301065006
38,0,152,10,3,3,0,85,3,2,4,5666,19899,1,1,13,3,2,0,6,1,3,5,3,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,10,-1.6126205851854165,0.9402796204509211,0.785047133869919,2.23606797749979,1.7320508075688772,1.0,1.7320508075688772,2.449489742783178,3.605551275463989,75.27283706623525
35,0,882,3,4,4,1,92,3,3,4,7823,6812,6,0,13,3,2,1,12,2,3,10,9,0,8,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0.1971240430698386,1.2847252343505287,-1.0542120897000309,3.1622776601683795,3.0,0.0,2.8284271247461903,3.4641016151377544,3.605551275463989,88.44772467395643
39,0,903,2,5,1,1,41,4,3,3,7880,2560,0,0,18,3,4,0,9,3,3,8,7,0,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0.24918518991005828,-1.2248070954894692,-1.6517921476674355,2.8284271247461903,2.6457513110645907,0.0,2.6457513110645907,3.0,4.242640687119285,88.76936408468859
40,1,1479,24,3,2,0,100,4,4,2,13194,17071,4,1,16,3,4,0,22,2,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,24,1.677148074670369,1.6783773645215088,0.3875973681286629,1.0,0.0,0.0,0.0,4.69041575982343,4.0,114.86513831445988
47,0,1379,16,4,3,1,64,4,2,3,5067,6759,1,1,19,3,3,0,20,3,4,19,10,2,7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,16,1.4292378516217041,-0.09305722124790157,-1.0616607592842906,4.358898943540674,3.1622776601683795,1.4142135623730951,2.6457513110645907,4.47213595499958,4.358898943540674,71.18286310622803
36,0,1229,8,4,1,1,84,3,2,4,5079,25952,4,0,13,3,4,2,12,3,3,7,7,0,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,8,1.0573725170487065,0.8910731041795485,1.6357414167666031,2.6457513110645907,2.6457513110645907,0.0,2.6457513110645907,3.4641016151377544,3.605551275463989,71.26710321038733
31,1,335,9,2,3,1,46,2,1,1,2321,10322,0,1,22,4,1,0,4,0,3,3,2,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9,-1.1589448770063595,-0.9787745141326066,-0.5609134059122626,1.7320508075688772,1.4142135623730951,1.0,1.4142135623730951,2.0,4.69041575982343,48.176757881783615
33,0,722,17,3,4,1,38,3,4,3,17444,20489,1,0,11,3,4,0,10,2,3,10,8,6,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,17,-0.19953231380802552,-1.3724266443035866,0.8679662858456406,3.1622776601683795,2.8284271247461903,2.449489742783178,0.0,3.1622776601683795,3.3166247903554,132.07573584879245
29,1,906,10,3,4,0,92,2,1,1,2404,11479,6,1,20,4,3,0,3,5,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10,0.2566224966015182,1.2847252343505287,-0.3983075434785167,0.0,0.0,0.0,0.0,1.7320508075688772,4.47213595499958,49.03060268852505
33,0,461,13,1,2,0,53,3,1,4,3452,17241,3,0,18,3,1,0,5,4,3,3,2,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,13,-0.8465779959650415,-0.6343289002329991,0.4114893271725149,1.7320508075688772,1.4142135623730951,0.0,1.4142135623730951,2.23606797749979,4.242640687119285,58.75372328627353
45,0,974,1,4,4,0,91,3,1,4,2270,11005,3,0,14,3,4,2,8,2,3,5,3,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.4252014482746105,1.235518718079156,-0.46492394693019823,2.23606797749979,1.7320508075688772,0.0,1.4142135623730951,2.8284271247461903,3.7416573867739413,47.644516998286385
50,0,1126,1,2,4,1,66,3,4,4,17399,6615,9,0,22,4,3,1,32,1,2,5,4,1,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.8020249873085814,0.005355811294843447,-1.0818986540037887,2.23606797749979,2.0,1.0,1.7320508075688772,5.656854249492381,4.69041575982343,131.90526903804866
33,0,827,1,4,3,0,84,4,2,2,5488,20161,1,1,13,3,1,1,6,2,3,6,5,1,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.060773420393072805,0.8910731041795485,0.8218688589845614,2.449489742783178,2.23606797749979,1.0,1.4142135623730951,2.449489742783178,3.605551275463989,74.08103670980854
41,0,840,9,3,1,1,64,3,5,3,19419,3735,2,0,17,3,2,1,21,2,4,18,16,0,11,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9,0.09300174938939927,-0.09305722124790157,-1.4866565483937524,4.242640687119285,4.0,0.0,3.3166247903554,4.58257569495584,4.123105625617661,139.35207210515387
27,0,1134,16,4,3,0,37,3,1,2,2811,12086,9,0,14,3,2,1,4,2,3,2,2,2,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,16,0.8218578051524746,-1.4216331605749593,-0.3129991955984098,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,2.0,3.7416573867739413,53.018864567246254
45,0,248,23,2,4,1,42,3,2,1,3633,14039,1,1,15,3,3,1,9,2,3,9,8,0,8,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,23,-1.3746267710586981,-1.1756005792180968,-0.0385227484652156,3.0,2.8284271247461903,0.0,2.8284271247461903,3.0,3.872983346207417,60.27437266367855
47,0,955,4,2,4,0,83,3,2,4,4163,8571,1,1,17,3,3,0,9,0,3,9,0,0,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0.3780985058953641,0.841866587908176,-0.8070005840639384,3.0,0.0,0.0,2.6457513110645907,3.0,4.123105625617661,64.52131430775415
30,1,138,22,3,1,0,48,3,1,3,2132,11539,4,1,11,3,2,0,7,2,3,5,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,22,-1.6473280164122297,-0.8803614815898617,-0.38987508734539245,2.23606797749979,1.4142135623730951,0.0,1.0,2.6457513110645907,3.3166247903554,46.17358552246078
50,0,939,24,3,4,1,95,3,4,3,13973,4161,3,1,18,3,4,1,22,2,3,12,11,1,5,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,24,0.33843287020757773,1.432344783164646,-1.4267861098485703,3.4641016151377544,3.3166247903554,1.0,2.23606797749979,4.69041575982343,4.242640687119285,118.20744477400736
38,0,1391,10,1,3,1,66,3,1,3,2684,12127,0,0,17,3,2,1,3,0,2,2,1,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10,1.4589870783875438,0.005355811294843447,-0.30723701724077485,1.4142135623730951,1.0,0.0,1.4142135623730951,1.7320508075688772,4.123105625617661,51.807335387954474
46,0,566,7,2,4,1,75,3,3,3,10845,24208,6,0,13,3,2,1,13,3,3,8,7,0,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,-0.5862722617639431,0.448214457737196,1.3906380251637918,2.8284271247461903,2.6457513110645907,0.0,2.6457513110645907,3.605551275463989,3.605551275463989,104.1393297462587
24,0,1206,17,1,4,0,41,2,2,3,4377,24117,1,0,15,3,2,2,5,6,3,4,2,3,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,17,1.0003531657475135,-1.2248070954894692,1.3778488000285534,2.0,1.4142135623730951,1.7320508075688772,1.4142135623730951,2.23606797749979,3.872983346207417,66.15889962809237
35,1,622,14,4,3,1,39,2,1,2,3743,10074,1,1,24,4,4,1,5,2,1,4,2,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,14,-0.4474425368566906,-1.3232201280322142,-0.5957675579291761,2.0,1.4142135623730951,0.0,1.4142135623730951,2.23606797749979,4.898979485566356,61.180062111769715
31,0,853,1,1,3,0,96,3,2,1,4148,11275,1,0,12,3,3,1,4,1,3,4,3,0,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.12523007838572572,1.4815512994360187,-0.42697789433113914,2.0,1.7320508075688772,0.0,1.7320508075688772,2.0,3.4641016151377544,64.40496875241847
18,0,287,5,2,2,1,73,3,1,4,1051,13493,1,0,15,3,4,0,0,2,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,-1.2779417840697187,0.349801425194451,-0.11525809927664622,0.0,0.0,0.0,0.0,0.0,3.872983346207417,32.41913015489465
54,0,1441,17,3,3,0,56,3,3,3,10739,13943,8,0,11,3,3,1,22,2,3,10,7,0,8,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,17,1.5829421899118765,-0.4867093514188816,-0.052014678278214384,3.1622776601683795,2.6457513110645907,0.0,2.8284271247461903,4.69041575982343,3.3166247903554,103.62914647916386
35,0,583,25,4,3,0,57,3,3,3,10388,6975,1,1,11,3,3,1,16,3,2,16,10,10,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,25,-0.54412752384567,-0.4375028351475091,-1.0313039172050433,4.0,3.1622776601683795,3.1622776601683795,1.0,4.0,3.3166247903554,101.92153844992725
30,0,153,8,2,2,0,73,4,3,1,11416,17802,0,1,12,3,3,3,9,4,2,8,7,1,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8,-1.6101414829549299,0.349801425194451,0.49033279201722657,2.8284271247461903,2.6457513110645907,1.0,2.6457513110645907,3.0,3.4641016151377544,106.84568311354465
20,1,1097,11,3,4,0,98,2,1,1,2600,18275,1,1,15,3,1,0,1,2,3,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,11,0.7301310226244685,1.5799643319787637,0.556808654533356,1.0,0.0,0.0,0.0,1.0,3.872983346207417,50.99019513592785
30,1,109,5,3,2,0,60,3,1,2,2422,25725,0,0,17,3,1,0,4,3,3,3,2,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,-1.7192219810963425,-0.2898832863333916,1.603838624396283,1.7320508075688772,1.4142135623730951,1.0,1.4142135623730951,2.0,4.123105625617661,49.21381919745713
26,0,1066,2,2,4,1,32,4,2,4,5472,3334,1,0,12,3,2,0,8,2,3,8,7,1,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0.6532788534793824,-1.6676657419318217,-1.543013463550133,2.8284271247461903,2.6457513110645907,1.0,1.7320508075688772,2.8284271247461903,3.4641016151377544,73.97296803562772
22,0,217,8,1,2,1,94,1,1,1,2451,6881,1,0,15,3,1,1,4,3,2,4,3,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8,-1.4514789402037842,1.3831382668932737,-1.044514765146938,2.0,1.7320508075688772,1.0,1.0,2.0,3.872983346207417,49.50757517794625
